Name,Image_URL 
Sacrifice,https://cards.scryfall.io/normal/front/1/2/12164aee-6a27-4246-8d15-2d6dd20d92e9.jpg?1559591567
Manaweft Sliver,https://cards.scryfall.io/normal/front/1/2/1216b0b3-4f59-4e81-aaea-1b272e2b7c4e.jpg?1583453791
Weaver of Lies,https://cards.scryfall.io/normal/front/1/2/12172d0e-0c73-4482-9f83-2c23ace9b7a0.jpg?1562898647
Profane Command,https://cards.scryfall.io/normal/front/1/2/121774cf-3a64-4b5e-8b77-ff683722731c.jpg?1562899347
"Kwain, Itinerant Meddler",https://cards.scryfall.io/normal/front/1/2/1217ca43-aba2-47b5-979d-d20ea0a5fffb.jpg?1630640183
Collective Unconscious,https://cards.scryfall.io/normal/front/1/2/1219978f-c269-4b59-9ec1-0e7bc83059fe.jpg?1674675465
Vesuvan Duplimancy,https://cards.scryfall.io/normal/front/1/2/121ab454-3f69-404d-8650-f1e5de94334b.jpg?1681137162
Claim the Precious,https://cards.scryfall.io/normal/front/1/2/121c12c4-83ea-463e-8fdf-30718968a2bd.jpg?1686968419
Blood Clock,https://cards.scryfall.io/normal/front/1/2/121ca4fe-19d1-4e2b-88ee-25cd1d077bfd.jpg?1637979757
Ancestral Vengeance,https://cards.scryfall.io/normal/front/1/2/121d71e8-a9a6-4f62-abc7-6d6c8bb46d01.jpg?1573508931
Swarm Shambler,https://cards.scryfall.io/normal/front/1/2/121deaec-29a1-496b-b357-c6db81988aa9.jpg?1607365150
Dack's Duplicate,https://cards.scryfall.io/normal/front/1/2/121ea9e6-aebd-4053-9104-339a47a1430a.jpg?1681411533
Semester's End,https://cards.scryfall.io/normal/front/1/2/121f61c8-2ddc-47bb-a8a1-b7e0b5cac156.jpg?1624741371
Barbed Foliage,https://cards.scryfall.io/normal/front/1/2/1220fdd1-e4b0-4175-9b8a-178f6a84b8e6.jpg?1562717846
Markov Blademaster,https://cards.scryfall.io/normal/front/1/2/122163dd-e070-48af-8036-e9850541d138.jpg?1562899348
Barren Glory,https://cards.scryfall.io/normal/front/1/2/12220d53-3356-4541-aa43-a0de6ed3f7d0.jpg?1562898649
Tuktuk the Explorer,https://cards.scryfall.io/normal/front/1/2/12226d96-da4a-457d-b2a7-84bb102fe1c8.jpg?1599765069
Army of the Damned,https://cards.scryfall.io/normal/front/1/2/1222d958-7f4b-44fe-91ee-93ef435a5857.jpg?1562898755
Phyrexian Missionary // Phyrexian Missionary,
Runed Halo,https://cards.scryfall.io/normal/front/1/2/1223eaa0-dee9-4bff-a4d5-3b30aa973b84.jpg?1615018899
Counsel of the Soratami,https://cards.scryfall.io/normal/front/1/2/1224718a-e1a7-473d-ac9d-497e624376cd.jpg?1562543972
Rafiq of the Many,https://cards.scryfall.io/normal/front/1/2/12259d86-f610-47c7-bb81-0da9bb6a2795.jpg?1673149077
Old Stickfingers // Old Stickfingers,
Very Cryptic Command,https://cards.scryfall.io/normal/front/1/2/12272ce6-ab1f-4576-9e50-21d324263c44.jpg?1562898766
Jhessian Thief,https://cards.scryfall.io/normal/front/1/2/1227fb31-2780-48e2-9790-4a7e9a413f75.jpg?1562845861
Harmonic Sliver,https://cards.scryfall.io/normal/front/1/2/1228d068-a5cb-4fd5-9e6a-5dc6ac9376a4.jpg?1690005180
Explosive Welcome,https://cards.scryfall.io/normal/front/1/2/122c01e6-38a6-456e-971e-9004df85ac1c.jpg?1624591777
Capsize,https://cards.scryfall.io/normal/front/1/2/122c819d-2b13-49af-92dc-af96d4de45de.jpg?1562898652
Shortcut Seeker,https://cards.scryfall.io/normal/front/1/2/122d2635-c4f4-44cd-8f82-37e3016e421e.jpg?1627703755
Knightly Valor,https://cards.scryfall.io/normal/front/1/2/122d821f-c8dd-4a3c-a6d7-b42fe5491f02.jpg?1562782886
Great-Horn Krushok,https://cards.scryfall.io/normal/front/1/2/122e08cb-407b-4b3d-8af0-077ff96bf160.jpg?1562822577
Tapestry of the Ages,https://cards.scryfall.io/normal/front/1/2/122e5e24-d704-4f1c-9577-0f25aaabb7ed.jpg?1562782685
Daru Encampment,https://cards.scryfall.io/normal/front/1/2/12306750-86d6-4f70-820a-365894884e56.jpg?1562269788
Last Caress,https://cards.scryfall.io/normal/front/1/2/12317075-92a2-4b3a-a694-3b764132beaf.jpg?1562899362
Gold Myr,https://cards.scryfall.io/normal/front/1/2/12331b1d-a561-4a8c-8e85-ed3a607ce508.jpg?1651656305
"Endrek Sahr, Master Breeder",https://cards.scryfall.io/normal/front/1/2/123490fb-5908-45f2-b376-7959ccdf9c3e.jpg?1690663179
Tranquil Expanse,https://cards.scryfall.io/normal/front/1/2/123cd67f-7226-4e69-8637-382380fb213e.jpg?1592711742
Subdue,https://cards.scryfall.io/normal/front/1/2/123d6097-8021-46cd-a8c3-01013245e347.jpg?1562857754
"Nahiri, the Unforgiving",https://cards.scryfall.io/normal/front/1/2/123d97fd-b5d7-4c9d-b1ed-d84e2ba820fa.jpg?1675957387
Sprouting Thrinax,https://cards.scryfall.io/normal/front/1/2/123e398b-b965-4688-962f-12b2fca3002f.jpg?1593813810
Ruthless Predation,https://cards.scryfall.io/normal/front/1/2/123f0c76-1fde-439e-a76d-eccf96f8d941.jpg?1675957163
Goblin Masons,https://cards.scryfall.io/normal/front/1/2/124070d9-c362-4053-a405-9438b1cfac02.jpg?1562443325
Surge Node,https://cards.scryfall.io/normal/front/1/2/12414fc0-bb24-4244-baf4-adad0125376e.jpg?1562875612
Reliquary Tower,https://cards.scryfall.io/normal/front/1/2/1241912a-92d6-4942-b97b-f795e702c4ca.jpg?1674143048
Benefactor's Draught,https://cards.scryfall.io/normal/front/1/2/1241df0c-d5e7-4a49-8bdb-b54e4460ea96.jpg?1562253063
Sultai Emissary,https://cards.scryfall.io/normal/front/1/2/12421e1c-5144-4391-abf2-a2fb864920e9.jpg?1562822584
Sea Scryer,https://cards.scryfall.io/normal/front/1/2/124308ac-1bf6-4a79-8aaa-f3be8eeb3e78.jpg?1562717848
Aquamoeba,https://cards.scryfall.io/normal/front/1/2/1243552a-ca57-42ce-817e-d6268fc673e0.jpg?1562628647
Embodiment of Spring,https://cards.scryfall.io/normal/front/1/2/12444831-04de-432f-9dd1-dc3e99a388a3.jpg?1573507420
Scavenging Ghoul,https://cards.scryfall.io/normal/front/1/2/12459e80-2878-4a76-b45a-478ee3b0f7a4.jpg?1559592039
Maskwood Nexus,https://cards.scryfall.io/normal/front/1/2/1246c42d-57c0-4cba-959a-15ad89d8a50b.jpg?1674142652
Living Lands,https://cards.scryfall.io/normal/front/1/2/124b1032-5cbc-477a-b263-7fe0d47431d9.jpg?1559591742
"Atraxa, Praetors' Voice",https://cards.scryfall.io/normal/front/1/2/124c4959-4298-4d6e-83e9-7c35a620d660.jpg?1630634658
"Slimefoot, the Stowaway",https://cards.scryfall.io/normal/front/1/2/124ce0a1-1f55-413b-b985-b8a16c111da0.jpg?1599766701
"Parnesse, the Subtle Brush // Parnesse, the Subtle Brush",
Terra Ravager,https://cards.scryfall.io/normal/front/1/2/124dd668-ad84-45b9-9e04-1ea7cd2d7024.jpg?1562898786
Sand Warrior,https://cards.scryfall.io/normal/front/1/2/124ea959-742a-4914-9bca-1075ccd0cb22.jpg?1675456322
Promise of Bunrei,https://cards.scryfall.io/normal/front/1/2/1250735d-d43b-488f-bddf-ed10261a6382.jpg?1562492510
Divination,https://cards.scryfall.io/normal/front/1/2/1252243c-34e3-447b-b323-fffcbe128278.jpg?1562632962
Paradise Mantle,https://cards.scryfall.io/normal/front/1/2/1252e9e2-2dd5-4bd6-aa56-f0a0ba056a77.jpg?1562875541
Genju of the Cedars,https://cards.scryfall.io/normal/front/1/2/1254929b-0be1-4068-af69-7e59840c8b98.jpg?1562899373
Goblin Warrens,https://cards.scryfall.io/normal/front/1/2/1255654b-f983-4862-9112-9e378ea5d9fe.jpg?1562814772
Ride Down,https://cards.scryfall.io/normal/front/1/2/1255e40a-8162-4f51-9cb8-6d823d890c42.jpg?1678945252
Shambling Ghoul,https://cards.scryfall.io/normal/front/1/2/1258c7d4-cc4f-47c2-b346-27274bfee151.jpg?1675649873
"Gisa, Glorious Resurrector // Gisa, Glorious Resurrector",
"Bruse Tarl, Boorish Herder",https://cards.scryfall.io/normal/front/1/2/125b552b-45ea-4e0b-94a9-8131c97a04c0.jpg?1644853018
Staggering Insight,https://cards.scryfall.io/normal/front/1/2/125b8be1-76b9-434e-a505-5099d950767c.jpg?1581481153
"Minn, Wily Illusionist",https://cards.scryfall.io/normal/front/1/2/125bd2cb-703b-49d7-b37f-15450be99ed3.jpg?1631927188
Bloodlord of Vaasgoth,https://cards.scryfall.io/normal/front/1/2/125c5cff-d4e9-4655-9cc5-3ce21e577569.jpg?1562632963
Path of the Schemer,https://cards.scryfall.io/normal/front/1/2/125d156c-daf7-478f-9054-80c09095c16c.jpg?1682208010
Thunder Drake,https://cards.scryfall.io/normal/front/1/2/125d16a5-d7b8-4e50-aca1-5f94a0c19260.jpg?1573508628
Feast of the Victorious Dead,https://cards.scryfall.io/normal/front/1/2/125e82b7-d9a8-44dc-9376-03705df0c4d0.jpg?1684341590
Howling Mine,https://cards.scryfall.io/normal/front/1/2/12610120-ade5-432a-a6b8-2379e7da662d.jpg?1557433065
"Saheeli, Sublime Artificer",https://cards.scryfall.io/normal/front/1/2/12612d5c-9264-48bb-b5ad-21710c9f080c.jpg?1557640682
"Gorex, the Tombshell",https://cards.scryfall.io/normal/front/1/2/12615d0d-e38c-4e7b-918e-33e88299d1f9.jpg?1690016809
Thirst,https://cards.scryfall.io/normal/front/1/2/12630ac5-a6c4-4852-abd9-5a0bc71bbf83.jpg?1562717850
Epitaph Golem,https://cards.scryfall.io/normal/front/1/2/12653a01-38bc-4555-9274-7025cb75542d.jpg?1678945285
Orochi Colony,https://cards.scryfall.io/normal/front/1/2/12655e0d-bb32-4aff-940a-fe14675629ca.jpg?1680815549
Vengeful Devil,https://cards.scryfall.io/normal/front/1/2/1265d65e-3f26-46d9-8b8b-e75048a02e95.jpg?1562202000
Imprison,https://cards.scryfall.io/normal/front/1/2/12671381-beb7-41b8-9484-97f8aca5c981.jpg?1644608203
Furnace Whelp,https://cards.scryfall.io/normal/front/1/2/1267597a-bbfe-4fb7-91b7-7fee371f0dfd.jpg?1562846223
Death-Priest of Myrkul,https://cards.scryfall.io/normal/front/1/2/126b2636-030a-4a0e-9307-54c3372afb52.jpg?1627704557
The One Ring,https://cards.scryfall.io/normal/front/1/2/126ea71a-9a64-4d1e-a8ca-1efce3b8346f.jpg?1686972720
Boompile,https://cards.scryfall.io/normal/front/1/2/126fd1f1-03f1-4baa-a16e-487d1863521f.jpg?1573516163
Merfolk of the Pearl Trident,https://cards.scryfall.io/normal/front/1/2/126fec7a-4f36-49e5-a2d7-96deb7af856f.jpg?1562445671
Thorn Elemental,https://cards.scryfall.io/normal/front/1/2/12711a8f-91e5-4bb7-bbc5-3f8f644988ee.jpg?1562898572
Bannerhide Krushok,https://cards.scryfall.io/normal/front/1/2/1271251b-7d79-4cb4-80bb-98574aa63249.jpg?1626097186
Zombie Army,https://cards.scryfall.io/normal/front/1/2/12742d1f-eb2e-4262-88e2-403c9ae6c431.jpg?1557575935
Tactical Advantage,https://cards.scryfall.io/normal/front/1/2/1274d0f3-2b5c-45f6-827f-3548e63f3692.jpg?1597376781
Curse of the Swine,https://cards.scryfall.io/normal/front/1/2/12753691-00b2-40d5-afc3-7af42ee27c38.jpg?1625976110
"Urza, Lord High Artificer // Urza, Lord High Artificer",
Sarevok's Tome,https://cards.scryfall.io/normal/front/1/2/12794c31-8aea-4cd9-9534-e890fe3ebc8c.jpg?1674140658
"Ognis, the Dragon's Lash",https://cards.scryfall.io/normal/front/1/2/1279e32d-2921-41e1-9783-7cd4391a2eb7.jpg?1664415589
Unstable Mutation,https://cards.scryfall.io/normal/front/1/2/127abfdc-8d9e-4ba3-8f31-c13a54831824.jpg?1562589212
Dauthi Cutthroat,https://cards.scryfall.io/normal/front/1/2/127b8994-fff8-4500-8ab4-244eeb3ed110.jpg?1562087338
Curator of Mysteries,https://cards.scryfall.io/normal/front/1/2/127c28d5-dd5f-4678-b5ed-604aefc98947.jpg?1591320223
Dawntreader Elk,https://cards.scryfall.io/normal/front/1/2/127c969b-1c9a-4265-af0e-5b9dbe136064.jpg?1562899409
Thieves' Guild Enforcer,https://cards.scryfall.io/normal/front/1/2/127d6399-fd20-4bf6-b376-f18ee1ca348f.jpg?1596311793
"Baral, Chief of Compliance",https://cards.scryfall.io/normal/front/1/2/127f2716-7c24-4ca1-bcf8-5f367627dec4.jpg?1682484777
Malicious Affliction,https://cards.scryfall.io/normal/front/1/2/127f3f4d-93f4-4e52-b3c1-325c3981e0e1.jpg?1580014290
Gravecrawler,https://cards.scryfall.io/normal/front/1/2/128351fb-2ce0-4439-982a-9cc741936992.jpg?1675649548
Argentum Armor,https://cards.scryfall.io/normal/front/1/2/1283c05a-905b-421a-9096-e86b9c807aaf.jpg?1562814764
Cranial Archive,https://cards.scryfall.io/normal/front/1/2/1284b15f-2a70-48d6-89d3-e787af3f07eb.jpg?1562782804
Warrior,https://cards.scryfall.io/normal/front/1/2/12856d0c-240f-42c6-80dd-715ccf314645.jpg?1561756680
Wild-Field Scarecrow,https://cards.scryfall.io/normal/front/1/2/1285b444-1668-4a3d-9fcd-8ce4e95c6d2f.jpg?1576385512
Denied!,https://cards.scryfall.io/normal/front/1/2/1285c125-e145-4565-a029-352ac6adf688.jpg?1562799062
Vampire Outcasts,https://cards.scryfall.io/normal/front/1/2/1286132d-1697-44da-ab97-387735265c01.jpg?1562632980
Inspiring Roar,https://cards.scryfall.io/normal/front/1/2/1287d422-d6b0-43eb-8e89-3d6a0201100d.jpg?1608908793
Imotekh the Stormlord,https://cards.scryfall.io/normal/front/1/2/1287e69f-5e92-48f4-80de-d43cb5be21ce.jpg?1674066166
Vaultbreaker,https://cards.scryfall.io/normal/front/1/2/12891fcf-7118-428a-bdfe-9495a77f8b3d.jpg?1562822591
Graveshifter,https://cards.scryfall.io/normal/front/1/2/128c516b-7eb1-4f81-8b54-428bd0649d92.jpg?1562201655
Miming Slime,https://cards.scryfall.io/normal/front/1/2/128d0584-89d2-499b-b6c2-2425c4ffcd13.jpg?1561816715
"Gisela, the Broken Blade",https://cards.scryfall.io/normal/front/1/2/128e73b3-19a0-4740-b32b-5882d3937a79.jpg?1692526585
Bloodrock Cyclops,https://cards.scryfall.io/normal/front/1/2/128f37ff-eb63-4417-87c2-96a3a026fcf4.jpg?1600702048
Mind's Desire,https://cards.scryfall.io/normal/front/1/2/1290e00b-c41b-4e30-8b65-a7fd4356d462.jpg?1592761523
Songs of the Damned,https://cards.scryfall.io/normal/front/1/2/129166e5-d812-4bc1-821b-0526810a11f7.jpg?1562867834
Snapcaster Mage,https://cards.scryfall.io/normal/front/1/2/12917e60-cea1-460b-b3f1-8d47cc24afdc.jpg?1632145411
Storm Entity,https://cards.scryfall.io/normal/front/1/2/12919de9-eb4e-40bc-bf98-9f49c2db3174.jpg?1622846801
Mystic Denial,https://cards.scryfall.io/normal/front/1/2/1296ddc4-300d-44f6-95d8-1b392613d379.jpg?1562255840
"Angrath, Captain of Chaos",https://cards.scryfall.io/normal/front/1/2/129851e1-8dca-4a90-8615-5ea642b61e71.jpg?1579260115
Battleground Geist,https://cards.scryfall.io/normal/front/1/2/129905ef-5b3b-4860-923c-109a7d7cad80.jpg?1562826435
Wellgabber Apothecary,https://cards.scryfall.io/normal/front/1/2/129933ba-60a0-4764-a705-28fa7bb10bd3.jpg?1562338707
Sanguine Glorifier,https://cards.scryfall.io/normal/front/1/2/12993e53-8790-4d6f-9da1-a259f67aa5bf.jpg?1555039777
Pyre Spawn,https://cards.scryfall.io/normal/front/1/2/129bb02e-1fe7-4faa-8ced-624e58475107.jpg?1673163028
Rose Room Treasurer,https://cards.scryfall.io/normal/front/1/2/129bb381-c0a3-4f17-be80-bd7a798a1c54.jpg?1675618191
Coordinated Charge,https://cards.scryfall.io/normal/front/1/2/129c404b-2c1e-4f0b-bb4e-7e8e627a69a8.jpg?1636491416
"Jaya, Venerated Firemage",https://cards.scryfall.io/normal/front/1/2/129dc8a8-9fbc-4300-b559-243395dc6ed5.jpg?1557576752
Knight Exemplar,https://cards.scryfall.io/normal/front/1/2/129e61c0-3ea1-49c5-bed4-9f6db17f7847.jpg?1562898907
Viridian Emissary,https://cards.scryfall.io/normal/front/1/2/129fa334-f561-4fbd-9f51-2fa044b674e1.jpg?1562609723
"Szarekh, the Silent King",https://cards.scryfall.io/normal/front/1/2/12a3400d-7a8b-4bae-9a4f-c9a1bc741e68.jpg?1674066178
Treacherous Terrain,https://cards.scryfall.io/normal/front/1/2/12a439ea-4454-4178-b005-0ab254d369cd.jpg?1562389088
Omnibian,https://cards.scryfall.io/normal/front/1/2/12a5a212-395c-427e-81b8-893745274068.jpg?1593273669
Living Lore,https://cards.scryfall.io/normal/front/1/2/12a942d3-fb86-48aa-91c1-1fe41fa95e67.jpg?1562875770
Highway Robber,https://cards.scryfall.io/normal/front/1/2/12a9ece9-3805-401a-bc83-7245342a42e5.jpg?1675829270
Bone Flute,https://cards.scryfall.io/normal/front/1/2/12aa4c51-4b3d-48c2-bebb-13ea98ebc3b2.jpg?1562898914
Excommunicate,https://cards.scryfall.io/normal/front/1/2/12aad375-653e-47ed-b8e3-34dd90d43420.jpg?1561971516
Damping Field,https://cards.scryfall.io/normal/front/1/2/12ab9836-bc90-4d92-a86d-b8e1b7671aa7.jpg?1562898915
Kraken of the Straits,https://cards.scryfall.io/normal/front/1/2/12ae69b3-afa5-4763-a0c8-c3d9d96f6ddc.jpg?1593091689
Invoke Calamity,https://cards.scryfall.io/normal/front/1/2/12af2504-ff1c-4361-a428-be9d1d35899f.jpg?1654570011
Yasmin Khan,https://cards.scryfall.io/normal/front/1/2/12b09a4f-bb62-4766-8115-cae4d5cc4c12.jpg?1690550851
Owlbear,https://cards.scryfall.io/normal/front/1/2/12b19309-a7f6-44da-b856-d12da11156e8.jpg?1627712120
Cloudshift,https://cards.scryfall.io/normal/front/1/2/12b1e18f-f781-498c-ba84-cdee49c24230.jpg?1562432975
Elemental Shaman,https://cards.scryfall.io/normal/front/1/2/12b27173-a486-4c03-8fce-e334f35d40b6.jpg?1562857258
Commander's Insignia,https://cards.scryfall.io/normal/front/1/2/12b2b04b-27d1-4b5d-9bd6-9678f203cf20.jpg?1674674082
Thornweald Archer,https://cards.scryfall.io/normal/front/1/2/12b41371-ce65-4946-b516-9de7dba321cc.jpg?1561933073
Nacatl Outlander,https://cards.scryfall.io/normal/front/1/2/12b5b694-46c8-4cb0-ab6b-4bc67c04cc7f.jpg?1562799554
Djinn Monk,https://cards.scryfall.io/normal/front/1/2/12b5e32a-b86b-4f8b-ae93-19f0b95c4514.jpg?1561756682
Humongulus,https://cards.scryfall.io/normal/front/1/2/12b80760-88b9-4bf2-97ce-7dc771bc0af3.jpg?1573507728
Undo,https://cards.scryfall.io/normal/front/1/2/12b944ea-add5-4806-a33e-264cc96a4a0e.jpg?1562873577
Goblin Elite Infantry,https://cards.scryfall.io/normal/front/1/2/12b9c6b8-9f87-41f1-9e81-b5995e3ed6b7.jpg?1562717851
Dimir Signet,https://cards.scryfall.io/normal/front/1/2/12bc2be7-fc24-414b-b3ba-1f6d8daa532a.jpg?1562543035
Still Life,https://cards.scryfall.io/normal/front/1/2/12be33d7-f25e-4dbf-9706-74403103b127.jpg?1562898621
Assault Zeppelid,https://cards.scryfall.io/normal/front/1/2/12bf6443-c941-418a-a766-05bba088a117.jpg?1593273548
Faith Unbroken,https://cards.scryfall.io/normal/front/1/2/12bf6e58-c278-4bfe-8443-33afc7618b38.jpg?1576383852
"Tazri, Stalwart Survivor",https://cards.scryfall.io/normal/front/1/2/12c08ba6-a8a6-4cf5-83a5-c087e3272f66.jpg?1684341812
River Boa,https://cards.scryfall.io/normal/front/1/2/12c165e6-4268-4c16-ac3c-876b4015d18d.jpg?1562898943
Rampaging Rendhorn,https://cards.scryfall.io/normal/front/1/2/12c1b820-0f06-41f6-804f-5c98f60c1529.jpg?1584831217
Rooting Kavu,https://cards.scryfall.io/normal/front/1/2/12c25a4c-d93a-402b-999f-0b9919123cc5.jpg?1562898755
Elemental Uprising,https://cards.scryfall.io/normal/front/1/2/12c33e64-c81b-44ec-967c-1ac2f6856897.jpg?1573513536
Quilled Slagwurm,https://cards.scryfall.io/normal/front/1/2/12c597b9-5024-42bd-b500-5ef6a3accda6.jpg?1562609734
"Legolas, Counter of Kills // Legolas, Counter of Kills",
Last Breath,https://cards.scryfall.io/normal/front/1/2/12cca37a-7efd-4b01-bf96-15d0a032524d.jpg?1673147008
Silkbind Faerie,https://cards.scryfall.io/normal/front/1/2/12d06328-a124-40e4-a9d8-2342a881970e.jpg?1562826974
Cartographer's Hawk,https://cards.scryfall.io/normal/front/1/2/12d0b07f-9823-45b7-89bb-0a2a71833d46.jpg?1690016694
"Luxior, Giada's Gift",https://cards.scryfall.io/normal/front/1/2/12d2b750-b740-484b-b1cb-d17ab13c5d18.jpg?1675618243
Great Furnace,https://cards.scryfall.io/normal/front/1/2/12d377a8-a088-4396-9183-a28b6a1cc017.jpg?1562899450
"Squee, Goblin Nabob",https://cards.scryfall.io/normal/front/1/2/12d6d674-40aa-42d7-88b3-f65603ecaa1e.jpg?1690017020
Relic Barrier,https://cards.scryfall.io/normal/front/1/2/12d760d8-030e-47d0-a555-d88ee43d3d80.jpg?1562875553
Make an Example // Make an Example,
Azure Drake,https://cards.scryfall.io/normal/front/1/2/12dab6a1-0f20-4e87-9cb1-8f97eb860999.jpg?1687903562
Concentrate,https://cards.scryfall.io/normal/front/1/2/12dc8e1d-ae24-4bdb-917b-876572e5d81d.jpg?1562898632
"Orah, Skyclave Hierophant // Orah, Skyclave Hierophant",
Atarka's Command,https://cards.scryfall.io/normal/front/1/2/12ddf922-f5ae-488f-9e1d-bb1bd21f2b61.jpg?1623371735
Conjurer's Closet,https://cards.scryfall.io/normal/front/1/2/12de1008-9c1b-4072-8678-befce9a81cc7.jpg?1562898968
Vengeful Pharaoh,https://cards.scryfall.io/normal/front/1/2/12e0ca97-bc57-4084-86b4-e2e06152cb1c.jpg?1562633339
Shimian Night Stalker,https://cards.scryfall.io/normal/front/1/2/12e45c29-d74f-47a9-988a-8853b1e24e87.jpg?1681080779
"Junji, the Midnight Sky",https://cards.scryfall.io/normal/front/1/2/12e4acd4-e707-4260-99c9-94804bd35d36.jpg?1681084827
Training Center,https://cards.scryfall.io/normal/front/1/2/12e601d1-cf31-4077-b3ad-e13dfce4dac3.jpg?1690002454
Firestorm Phoenix,https://cards.scryfall.io/normal/front/1/2/12e70195-bad7-47d7-a2ca-4d727faa6883.jpg?1591725121
"Kros, Defense Contractor",https://cards.scryfall.io/normal/front/1/2/12e71d52-5c75-4798-9fe7-8a34a2bf0c9a.jpg?1673481694
Eternal Scourge,https://cards.scryfall.io/normal/front/1/2/12e79945-d6cf-4490-88a7-a7d5f9e0b96b.jpg?1562898986
Dominator Drone,https://cards.scryfall.io/normal/front/1/2/12e7e2b5-3141-4a19-aa49-91ab7e5c211c.jpg?1562899471
Stensia Masquerade,https://cards.scryfall.io/normal/front/1/2/12ea7e21-b500-47cb-807a-a0849038fd56.jpg?1641603296
Repel the Vile // Repel the Vile,
Manamorphose,https://cards.scryfall.io/normal/front/1/2/12ed4051-31c4-4f63-b576-e3761b9d35ae.jpg?1573515966
Immersturm Skullcairn,https://cards.scryfall.io/normal/front/1/2/12ed97de-736d-43d8-977b-308ac54f88f4.jpg?1631052955
Strangling Soot,https://cards.scryfall.io/normal/front/1/2/12ef65e3-2731-4425-9425-8dc16e9e02c6.jpg?1592714622
Growing Ranks,https://cards.scryfall.io/normal/front/1/2/12f31616-1249-4964-b81a-4435405a2449.jpg?1562782938
Patron of the Valiant,https://cards.scryfall.io/normal/front/1/2/12f43272-6681-41dd-8bfd-d18cc68171c1.jpg?1600718389
Clear Shot,https://cards.scryfall.io/normal/front/1/2/12fa1d34-7e32-45b7-9f6f-68f152f75d1a.jpg?1576384747
Liquify,https://cards.scryfall.io/normal/front/1/2/12fadf25-0995-440d-a3e6-7964ed86cff6.jpg?1562628664
Yoked Ox,https://cards.scryfall.io/normal/front/1/2/12fc09d4-e6ce-428b-818b-b465093af88e.jpg?1593860956
"Sunhome, Fortress of the Legion",https://cards.scryfall.io/normal/front/1/2/12fc2aff-35e0-44e9-a976-70810d43634c.jpg?1562841221
"Sidisi, Brood Tyrant",https://cards.scryfall.io/normal/front/1/2/12fc3be0-6159-4cda-8785-b0bec7f4b69f.jpg?1690001646
Balduvian War-Makers,https://cards.scryfall.io/normal/front/1/2/12fd561e-6a26-4140-a033-1204f5dda5f3.jpg?1562767778
Aven Initiate,https://cards.scryfall.io/normal/front/1/2/12feaabf-7b3e-4cef-8d45-1b9bbe2baaf6.jpg?1675454953
Blisterspit Gremlin,https://cards.scryfall.io/normal/front/1/2/12fed3bc-6ce1-409c-9eac-ce6fd12d9ea8.jpg?1675650150
Land Tax,https://cards.scryfall.io/normal/front/1/3/1301e203-7d9a-4735-8db3-7882ad70d343.jpg?1559604176
Legolas Greenleaf,https://cards.scryfall.io/normal/front/1/3/130237e7-6f45-4b92-b49d-12f10db29bb8.jpg?1686964072
Circle of Confinement,https://cards.scryfall.io/normal/front/1/3/13031fb6-9d5a-4add-9a86-28b2a9373fd2.jpg?1643585961
Victimize,https://cards.scryfall.io/normal/front/1/3/1303644e-d406-4136-8524-9d99f0b318ac.jpg?1631586872
Wolfbitten Captive // Krallenhorde Killer,
"Radiant, Serra Archangel",https://cards.scryfall.io/normal/front/1/3/130446f5-dcfb-43f4-9c6a-caadf4dd9a43.jpg?1630640225
Sphinx of Jwar Isle,https://cards.scryfall.io/normal/front/1/3/1304a4e9-fd62-4b97-b652-b4ebc0f6ebe8.jpg?1561933106
Sigil of Sleep,https://cards.scryfall.io/normal/front/1/3/13063520-6e2f-4eaa-b84f-a38e5bf486f8.jpg?1581708367
Tormented Thoughts,https://cards.scryfall.io/normal/front/1/3/130655e0-af82-4d91-acc2-270eaa33e3d1.jpg?1593095877
Zhur-Taa Goblin,https://cards.scryfall.io/normal/front/1/3/13070db2-cf89-4552-8b6c-76426274321a.jpg?1584831944
Murk Strider,https://cards.scryfall.io/normal/front/1/3/130849ba-3893-490d-bfb0-51c76e53cf62.jpg?1562899517
Spectral Lynx,https://cards.scryfall.io/normal/front/1/3/13099abe-721e-42b4-9666-9e6b5f1d75c9.jpg?1562899518
Angel of Mercy,https://cards.scryfall.io/normal/front/1/3/130ac12e-61de-4ae9-9295-47392c2208e7.jpg?1562873579
Pouncing Cheetah,https://cards.scryfall.io/normal/front/1/3/130c19d7-568c-4253-8a99-0b0721aa3b76.jpg?1597077907
Etherium-Horn Sorcerer,https://cards.scryfall.io/normal/front/1/3/130db905-d2e4-4be9-a4ae-a8aae01a3147.jpg?1562389112
Breaking of the Fellowship,https://cards.scryfall.io/normal/front/1/3/130f60d0-4fac-4e4e-a938-58f3b96e5335.jpg?1686968821
Cascade Seer,https://cards.scryfall.io/normal/front/1/3/13105c88-2926-40ad-bc7a-09d515aa36c6.jpg?1604193685
Geist of the Lonely Vigil,https://cards.scryfall.io/normal/front/1/3/13118343-e026-4970-bf03-ba2d8fc58bac.jpg?1576383870
"Oji, the Exquisite Blade",https://cards.scryfall.io/normal/front/1/3/13129e63-558d-415d-87eb-616868205341.jpg?1674137646
Shattering Pulse,https://cards.scryfall.io/normal/front/1/3/1312d105-9055-4a3c-99e2-d902c4a98638.jpg?1562899019
Monitor Monitor,https://cards.scryfall.io/normal/front/1/3/13156d62-e0b4-4449-8691-9110b1938cb2.jpg?1673917324
